"","data_source","barcode","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","coordinatePrecision","institutionCode","basisOfRecord","identifiedBy","yearIdentified","monthIdentified","dayIdentified","collectionID","specificepithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","occurrenceRemarks","continentocean","phylum","class","order","recordNumber","locality","verbatimLatitude","verbatimLongitude","minimumelevationinmeters","maximumelevationinmeters","previouscatalognumber","individualcount","fieldnumber","infraspecificepithet","relationshiptype","relatedcatalogitem","typeStatus","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","X","gbifID","accessRights","language","license","publisher","references","rightsHolder","institutionID","ownerInstitutionCode","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","recordedByID","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","caste","behavior","vitality","establishmentMeans","degreeOfEstablishment","pathway","georeferenceVerificationStatus","occurrenceStatus","preparations","disposition","associatedOccurrences","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","organismID","organismName","organismScope","associatedOrganisms","previousIdentifications","organismRemarks","materialEntityID","materialEntityRemarks","verbatimLabel","materialSampleID","eventID","parentEventID","eventType","fieldNumber","eventTime","startDayOfYear","endDayOfYear","samplingProtocol","sampleSizeValue","sampleSizeUnit","samplingEffort","eventRemarks","locationID","higherGeographyID","higherGeography","continent","waterBody","islandGroup","island","verticalDatum","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","footprintSpatialFit","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","verbatimIdentification","identificationQualifier","identifiedByID","identificationReferences","identificationVerificationStatus","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","verbatimTaxonRank","vernacularName","nomenclaturalCode","nomenclaturalStatus","taxonRemarks","datasetKey","publishingCountry","lastInterpreted","elevation","elevationAccuracy","depth","depthAccuracy","distanceFromCentroidInMeters","issue","mediaType","hasCoordinate","hasGeospatialIssues","taxonKey","acceptedTaxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","subgenusKey","speciesKey","species","verbatimScientificName","typifiedName","protocol","lastParsed","lastCrawled","repatriated","relativeOrganismQuantity","projectId","isSequenced","gbifRegion","publishedByGbifRegion","level0Gid","level0Name","level1Gid","level1Name","level2Gid","level2Name","level3Gid","level3Name","iucnRedListCategory","associatedMedia","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","scientificNameAuthorship.y","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","loc.correct.mun.1","NAME_0.1","NAME_1.1","NAME_2.1","NAME_3.1","source.1","loc.correct.mun.2","NAME_0.2","NAME_1.2","NAME_2.2","NAME_3.2","source.2","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"Alternanthera brasiliana","user",,"RB","RB01223074","Alternanthera brasiliana (L.) Kuntze","Plantae","Amaranthaceae","Alternanthera","2015","6","3","Brasil","São Paulo",,,"JBRJ","Preserved Specimen","G. Durigan",,,,,,"G.B. Assis; N.A.L. Pilon, G. Durigan","-49.2369444","-22.7916666",,"(L.) Kuntze","Erva ereta, pilosa, flores amareladas em capítulos globosos.",,,,,"219","borda de cerradão. Estação Ecológica de Santa Bárbara","22º47´30´´","49º14´13´´W",,,,,,,,,,,"Águas de Santa Bárbara","2015-6-3",,,"BR",,,"2015-06-03",,,,,,,"sp.","Physical Object",,,,"RB",,"Assis, G.B.","219","2015","Durigan, G.","2015","Pilon, N.A.L.; Durigan, G.","Assis",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,"RB",,,,,,"urn:catalog:JBRJ:RB:1223074",,,,,,,,,,,,,,,,,,,,,,"RB 675127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brasiliana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/22/30/74/01223074.jpg",,,,,,,,,,,,,,,,,,,,,,"2017-02-12 15:10:53+00","Angiospermas","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","check_local.2municip.","Alternanthera brasiliana","(L.) Kuntze","name_w_authors","Amaranthaceae","Alternanthera brasiliana","(L.) Kuntze","species","name accepted","bfo-4302",,,"Alternanthera brasiliana (L.) Kuntze","Alternanthera","Amaranthaceae","medium","Alternanthera brasiliana"
"Amaioua intermedia","speciesLink","NITw00002014","NIT","NITw 1039","Amaioua intermedia","Plantae","Rubiaceae","Amaioua","2018","05","01","Brasil","São Paulo","Águas de Santa Bárbara",,"UFF","PreservedSpecimen",,,,,"636","intermedia","Abreu RCR","-49.2166667","-22.8","2025-06-01T12:01:36","Mart. ex Schult. & Schult.f.","<nO>Número da parcela 24; Sub parcela 3; Número do indivíduo 4504;altura(m) 5; DAP 5,2; 5,5; 6,5; 7; 5,2; 5,5;:arvore</nO>",,,,,"4504","Estação Ecológica de Santa Barbara, Cerrado com espécies arbóreas sendo manejado. Estação Ecológica de Santa Bárbara","22º48'S","49º13'W",,,,,,,,,,"SPLINK","Águas de Santa Bárbara",,,,,,,,,,,,,,,,,,,"NIT",,"Abreu, R.C.R.","4504","2018","s.n.","n.d.",,"Abreu",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Amaioua intermedia","Mart. ex Schult. & Schult.f.","possibly_ok","Rubiaceae","Amaioua intermedia","Mart. ex Schult. & Schult.f.","species","name accepted","bfo-13830",,,"Amaioua intermedia Mart. ex Schult. & Schult.f.","Amaioua","Rubiaceae","unknown","Amaioua intermedia"
"Anacardium humile","user",,"RB","RB01222990","Anacardium humile A.St.-Hil.","Plantae","Anacardiaceae","Anacardium","2014","8","28","Brasil","São Paulo",,,"JBRJ","Preserved Specimen","G. Durigan",,,,,,"G.B. Assis; N.A.L. Pilon, G. Durigan","-49.2369444","-22.7916666",,"A.St.-Hil.","Subarbusto pequeno, com estrutura subterrânea bem desenvolvida, flores róseas.",,,,,"66","campo cerrado. Estação Ecológica de Santa Bárbara","22º47´30´´","49º14´13´´W",,,,,,,,,,,"Águas de Santa Bárbara","2014-8-28",,,"BR",,,"2014-08-28",,,,,,,"sp.","Physical Object",,,,"RB",,"Assis, G.B.","66","2014","Durigan, G.","2014","Pilon, N.A.L.; Durigan, G.","Assis",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,"RB",,,,,,"urn:catalog:JBRJ:RB:1222990",,,,,,,,,,,,,,,,,,,,,,"RB 675043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"humile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/22/29/90/01222990.jpg",,,,,,,,,,,,,,,,,,,,,,"2017-02-12 15:06:19+00","Angiospermas","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","check_local.2municip.","Anacardium humile","A.St.-Hil.","name_w_authors","Anacardiaceae","Anacardium humile","A.St.-Hil.","species","name accepted","bfo-15463",,,"Anacardium humile A.St.-Hil.","Anacardium","Anacardiaceae","medium","Anacardium humile"
"Andira humilis","user",,"RB","RB01222989","Andira humilis Mart. ex Benth.","Plantae","Fabaceae","Andira","2014","8","28","Brasil","São Paulo",,,"JBRJ","Preserved Specimen","G. Durigan",,,,,,"G.B. Assis; N.A.L. Pilon, G. Durigan","-49.2369444","-22.7916666",,"Mart. ex Benth.","Subarbusto, 20 cm de altura, flores púrpuras.",,,,,"63","campo cerrado. Estação Ecológica de Santa Bárbara","22º47´30´´","49º14´13´´W",,,,,,,,,,,"Águas de Santa Bárbara","2014-8",,,"BR",,,"2014-08-28",,,,,,,"sp.","Physical Object",,,,"RB",,"Assis, G.B.","63","2014","Durigan, G.","2014","Pilon, N.A.L.; Durigan, G.","Assis",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,"RB",,,,,,"urn:catalog:JBRJ:RB:1222989",,,,,,,,,,,,,,,,,,,,,,"RB 675042",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"humilis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/22/29/89/01222989.jpg",,,,,,,,,,,,,,,,,,,,,,"2017-02-12 15:06:16+00","Angiospermas","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","check_local.2municip.","Andira humilis","Mart. ex Benth.","name_w_authors","Fabaceae","Andira humilis","Mart. ex Benth.","species","name accepted","bfo-29443",,,"Andira humilis Mart. ex Benth.","Andira","Fabaceae","medium","Andira humilis"
"Andropogon bicornis","speciesLink","SPSF00056901","SPSF","56901","Andropogon bicornis","Plantae","Poaceae","Andropogon","2010","11","30","Brasil","SP","Águas de Santa Bárbara",,"IF","PreservedSpecimen","G.Durigan","2010","11","30","13","bicornis","R.C.R. Abreu & G.Durigan","-49.2375","-22.816667","2024-08-06T09:12:49","L.","<nO>COLETA: Erva graminóide alta.; GEOGRAFIA: Terreno sazonalmente úmido.;</nO>","América do Sul","Magnoliophyta","Liliopsida","Poales","141","Estação Ecológica de Santa Bárbara",,,"650","650",,,,,,,,"SPLINK","Águas de Santa Bárbara","2010-11-30",,,,,,,,,,,,,,,,,,"SPSF",,"Abreu, R.C.R.","141","2010","Durigan, G.","2010","Durigan, G.","Abreu",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Andropogon bicornis","L.","possibly_ok","Poaceae","Andropogon bicornis","L.","species","name accepted","bfo-12957",,,"Andropogon bicornis L.","Andropogon","Poaceae","medium","Andropogon bicornis"
"Andropogon glaziovii","gbif",,"UEC","210731","Andropogon glaziovii Hack.","Plantae","Poaceae","Andropogon","2023","4","1","Brazil","São Paulo",,,"UNICAMP","PRESERVED_SPECIMEN","Durigan, G",,,,"https://specieslink.net/col/2",,"Dalbeto, AC; Durigan, G","-49.402294","-23.362531","2024-11-25 11:11:40","Hack.","Planta com 2,10 m de altura, em terreno alagadiço.; Campo úmido; campo úmido de Cerrado; Vereda; Brejo",,"Tracheophyta","Liliopsida","Poales","141","Coletada na Estação Ecológica de Santa Bárbara, em campo úmido próximo à hospedaria",,,,,,,,,,,,"GBIF","Águas de Santa Bárbara","2023-04-01","Andropogon glaziovii Hack.",,"BR",,,"2023-04-01",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","aguas de santa barbara","coletada na estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county","824722","4953548969",,,"CC_BY_4_0","Universidade Estadual de Campinas - Instituto de Biologia","https://specieslink.net/guid/2/210731","Herbário da Universidade Estadual de Campinas",,"Universidade Estadual de Campinas",,,,"https://specieslink.net/guid/2/210731",,,,,,,,,,,"native",,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,"91","91",,,,,,,,,"SOUTH_AMERICA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4148339",,,,,,,,,,,,,,,,,"Andropogon",,,"glaziovii",,,,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce","BR","2025-01-05 15:38:18.733","62","0",,,,"CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE",,TRUE,FALSE,"4148339","4148339","6","7707728","196","1369","3073","2706077",,"4148339","Andropogon glaziovii","Andropogon glaziovii",,"EML","2025-01-05 15:38:18.733","2025-01-05 15:31:00.136",FALSE,,"null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","BRA","Brazil","BRA.25_1","São Paulo","BRA.25.179_2","Fartura",,,"NE","https://images.cria.org.br/viewer/UEC177014","62","62",,,"WGS84",,,,,,,,,,,,,,,,,,,"brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","check_local.2municip.","Andropogon glaziovii","Hack.","name_w_authors","Poaceae","Andropogon glaziovii","Hack.","species","name accepted","bfo-12962",,,"Andropogon glaziovii Hack.","Andropogon","Poaceae","unknown","Andropogon glaziovii"
"Andropogon hypogynus","user",,"RB","RB01225395","Andropogon hypogynus Hack.","Plantae","Poaceae","Andropogon","2015","8","7","Brasil","São Paulo",,,"JBRJ","Preserved Specimen","G. Durigan",,,,,,"N.A.L. Pilon; G.B. Assis, G. Durigan","-49.2369444","-22.7916666",,"Hack.","Erva cespitosa, 80 cm de altura, inflorescência lilás.",,,,,"110","campo úmido. Estação Ecológica de Santa Bárbara","22º47´30´´","49º14´13´´W",,,,,,,,,,,"Águas de Santa Bárbara","2015-12",,,"BR",,,"2015-08-07",,,,,,,"sp.","Physical Object",,,,"RB",,"Pilon, N.A.L.","110","2015","Durigan, G.","2015","Assis, G.B.; Durigan, G.","Pilon",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,"RB",,,,,,"urn:catalog:JBRJ:RB:1225395",,,,,,,,,,,,,,,,,,,,,,"RB 676028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"hypogynus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/22/53/95/01225395.jpg",,,,,,,,,,,,,,,,,,,,,,"2017-02-15 16:26:18+00","Angiospermas","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","check_local.2municip.","Andropogon hypogynus","Hack.","name_w_authors","Poaceae","Andropogon hypogynus","Hack.","species","name accepted","bfo-12963",,,"Andropogon hypogynus Hack.","Andropogon","Poaceae","medium","Andropogon hypogynus"
"Andropogon leucostachyus","user",,"RB","RB01223060","Andropogon leucostachyus Kunth","Plantae","Poaceae","Andropogon","2015","2","12","Brasil","São Paulo",,,"JBRJ","Preserved Specimen","G. Durigan",,,,,,"G.B. Assis; N.A.L. Pilon, G. Durigan","-49.2369444","-22.7916666",,"Kunth","Erva cespitosa, 70 cm de altura, folhas delgadas, base avermelhada a arroxeada.",,,,,"205","campo cerrado. Estação Ecológica de Santa Bárbara","22º47´30´´","49º14´13´´W",,,,,,,,,,,"Águas de Santa Bárbara","2015-2-12",,,"BR",,,"2015-02-12",,,,,,,"sp.","Physical Object",,,,"RB",,"Assis, G.B.","205","2015","Durigan, G.","2015","Pilon, N.A.L.; Durigan, G.","Assis",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,"RB",,,,,,"urn:catalog:JBRJ:RB:1223060",,,,,,,,,,,,,,,,,,,,,,"RB 675113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"leucostachyus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/22/30/60/01223060.jpg",,,,,,,,,,,,,,,,,,,,,,"2017-02-12 15:10:07+00","Angiospermas","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","check_local.2municip.","Andropogon leucostachyus","Kunth","name_w_authors","Poaceae","Andropogon leucostachyus","Kunth","species","name accepted","bfo-12966",,,"Andropogon leucostachyus Kunth","Andropogon","Poaceae","medium","Andropogon leucostachyus"
"Andropogon selloanus","gbif",,"UEC","86000","Andropogon selloanus (Hack.) Hack.","Plantae","Poaceae","Andropogon","1994","9","27","Brazil","São Paulo",,,"UNICAMP","PRESERVED_SPECIMEN","Longhi-Wagner, HM",,,,"https://specieslink.net/col/2",,"Tamashiro, JY; Belinello, R; Galvão, JC; Gardolinski, PC; Santos, FAM",,,"2023-03-09 11:24:52","(Hack.) Hack.",,,"Tracheophyta","Liliopsida","Poales","660","Estação Ecológica de Santa Bárbara, Em local preparado para a plantação de Pinus.",,,,,,,,,,,,"GBIF","Águas de Santa Bárbara","1998-03-27","Andropogon selloanus (Hack.) Hack.",,"BR",,,"1994-09-27",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county","79387","1089042112",,,"CC_BY_4_0","Universidade Estadual de Campinas - Instituto de Biologia","https://specieslink.net/guid/2/86000","Herbário da Universidade Estadual de Campinas",,"Universidade Estadual de Campinas",,,,"https://specieslink.net/guid/2/86000",,,,,,,,,,,"native",,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,"270","270",,,,,,,,,"SOUTH_AMERICA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4140528",,,,,,,,,,,,,,,,,"Andropogon",,,"selloanus",,,,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce","BR","2025-01-05 15:38:16.301",,,,,,"CONTINENT_DERIVED_FROM_COUNTRY;INSTITUTION_MATCH_NONE",,FALSE,FALSE,"4140528","4140528","6","7707728","196","1369","3073","2706077",,"4140528","Andropogon selloanus","Andropogon selloanus",,"EML","2025-01-05 15:38:16.301","2025-01-05 15:31:00.136",FALSE,,"null",FALSE,"LATIN_AMERICA","LATIN_AMERICA",,,,,,,,,"NE","https://images.cria.org.br/viewer/UEC048681",,,,,"WGS84",,,,,,,,,,,,,,,,,,,"brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","check_local.2municip.","Andropogon selloanus","(Hack.) Hack.","name_w_authors","Poaceae","Andropogon selloanus","(Hack.) Hack.","species","name accepted","bfo-12969",,,"Andropogon selloanus (Hack.) Hack.","Andropogon","Poaceae","unknown","Andropogon selloanus"
"Andropogon virgatus","user",,"RB","RB01223035","Andropogon virgatus Desv.","Plantae","Poaceae","Andropogon","2014","2","7","Brasil","São Paulo",,,"JBRJ","Preserved Specimen","G. Durigan",,,,,,"G.B. Assis; N.A.L. Pilon, G. Durigan","-49.2369444","-22.7916666",,"Desv.","Erva cespitosa, 60 cm de altura, base achatada, inflorescência castanha.",,,,,"180","campo úmido. Estação Ecológica de Santa Bárbara","22º47´30´´","49º14´13´´W",,,,,,,,,,,"Águas de Santa Bárbara","2014-2-7",,,"BR",,,"2014-02-07",,,,,,,"sp.","Physical Object",,,,"RB",,"Assis, G.B.","180","2014","Durigan, G.","2014","Pilon, N.A.L.; Durigan, G.","Assis",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,"RB",,,,,,"urn:catalog:JBRJ:RB:1223035",,,,,,,,,,,,,,,,,,,,,,"RB 675088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"virgatus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/22/30/35/01223035.jpg",,,,,,,,,,,,,,,,,,,,,,"2017-02-12 15:08:46+00","Angiospermas","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","brazil_sao paulo_aguas santa barbara","Brazil","São Paulo","Águas de Santa Bárbara",,"ibge","check_local.2municip.","Andropogon virgatus","Desv.","name_w_authors","Poaceae","Andropogon virgatus","Desv.","species","name accepted","bfo-12971",,,"Andropogon virgatus Desv.","Andropogon","Poaceae","medium","Andropogon virgatus"
"Anemia raddiana","speciesLink","SPSF00056566","SPSF","56566","Anemia raddiana","Plantae","Anemiaceae","Anemia","2016","01","04","Brasil","SP","Águas de Santa Bárbara",,"IF","PreservedSpecimen","G.Durigan","2022","10","27","13","raddiana","G.Durigan & N.Pilon","-49.2375","-22.816667","2024-08-06T09:17:22","Link","<nO>COLETA: Avenca.; GEOGRAFIA: Barranco, terreno seco.;</nO>","América do Sul","Pteridophyta","Hymenophyllales","Pteridopsida","4135","Estação Ecológica de Santa Bárbara",,,"650","650",,,,,,,,"SPLINK","Águas de Santa Bárbara","2022-10-27",,,,,,,,,,,,,,,,,,"SPSF",,"Durigan, G.","4135","2016","Durigan, G.","2022","Pilon, N.","Durigan",,"brazil","sao paulo","aguas de santa barbara","estacao ecologica de santa barbara",,"locality","brazil_sao paulo_aguas santa barbara","brazil_sao paulo_aguas santa barbara",-22.85853144,-49.26085099,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Anemia raddiana","Link","possibly_ok","Anemiaceae","Anemia raddiana","Link","species","name accepted","bfo-90647",,,"Anemia raddiana Link","Anemia","Anemiaceae","medium","Anemia raddiana"
