"","data_source","barcode","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","continentocean","county","locality","institutionCode","phylum","basisOfRecord","preparationtype","verbatimLatitude","verbatimLongitude","collectionID","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","minimumelevationinmeters","maximumelevationinmeters","occurrenceRemarks","identifiedBy","yearIdentified","monthIdentified","specificepithet","coordinatePrecision","order","class","dayIdentified","infraspecificepithet","previouscatalognumber","individualcount","fieldnumber","relatedcatalogitem","typeStatus","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","X","gbifID","accessRights","language","license","publisher","references","rightsHolder","institutionID","ownerInstitutionCode","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","recordedByID","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","caste","behavior","vitality","establishmentMeans","degreeOfEstablishment","pathway","georeferenceVerificationStatus","occurrenceStatus","preparations","disposition","associatedOccurrences","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","organismID","organismName","organismScope","associatedOrganisms","previousIdentifications","organismRemarks","materialEntityID","materialEntityRemarks","verbatimLabel","materialSampleID","eventID","parentEventID","eventType","fieldNumber","eventTime","startDayOfYear","endDayOfYear","samplingProtocol","sampleSizeValue","sampleSizeUnit","samplingEffort","eventRemarks","locationID","higherGeographyID","higherGeography","continent","waterBody","islandGroup","island","verticalDatum","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","footprintSpatialFit","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","verbatimIdentification","identificationQualifier","identifiedByID","identificationReferences","identificationVerificationStatus","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","verbatimTaxonRank","vernacularName","nomenclaturalCode","nomenclaturalStatus","taxonRemarks","datasetKey","publishingCountry","lastInterpreted","elevation","elevationAccuracy","depth","depthAccuracy","distanceFromCentroidInMeters","issue","mediaType","hasCoordinate","hasGeospatialIssues","taxonKey","acceptedTaxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","subgenusKey","speciesKey","species","verbatimScientificName","typifiedName","protocol","lastParsed","lastCrawled","repatriated","relativeOrganismQuantity","projectId","isSequenced","gbifRegion","publishedByGbifRegion","level0Gid","level0Name","level1Gid","level1Name","level2Gid","level2Name","level3Gid","level3Name","iucnRedListCategory","associatedMedia","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","scientificNameAuthorship.y","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","loc.correct.mun.1","NAME_0.1","NAME_1.1","NAME_2.1","NAME_3.1","source.1","loc.correct.mun.2","NAME_0.2","NAME_1.2","NAME_2.2","NAME_3.2","source.2","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"Rumohra adiantiformis","speciesLink","SHPR001537","SHPR","1537","Rumohra adiantiformis","Plantae","Dryopteridaceae","Rumohra","2021","01","01","Brasil","São Paulo","América do Sul","Bananal","Estação Ecológica Bananal","UTFPR-SL","Monilophyta","PreservedSpecimen","exsicata","22°48'22"" S","44°22'04"" W","667","Biral, L. | P.A. Freitas","-44.367778","-22.806111","2021-06-07T18:26:19","(G. Forst.) Ching","2604",,,"<nO>Herbácea, epífita.Habitat: Floresta ombrófila densa montana</nO>","L. Biral","2021","01","adiantiformis",,,,,,,,,,,"SPLINK","Bananal","2021-01-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","2604","2021","Biral, L.","2021","Freitas, P.A.","Biral",,"brazil","sao paulo","bananal","estacao ecologica bananal",,"locality","brazil_sao paulo_bananal_estacao ecologica bananal","brazil_sao paulo_bananal_eec bananal",-22.806676,-44.36611,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Rumohra adiantiformis","(G.Forst.) Ching","possibly_ok","Dryopteridaceae","Rumohra adiantiformis","(G.Forst.) Ching","species","author misspelled","bfo-91140",,,"Rumohra adiantiformis (G.Forst.) Ching","Rumohra","Dryopteridaceae","low","Rumohra adiantiformis"
"Salvia","speciesLink","SHPR001505","SHPR","1505","Salvia","Plantae","Lamiaceae","Salvia","2020","12","31","Brasil","São Paulo","América do Sul","Bananal","Estação Ecológica Bananal","UTFPR-SL","Anthophyta","PreservedSpecimen","exsicata","22°48'22"" S","44°22'04"" W","667","Biral, L. | P.A. Freitas","-44.367778","-22.806111","2021-06-07T18:26:17",,"2572",,,"<nO>Herbácea, cálice verde, corola branca-azulada no tubo, azul escuro nos lobos.Habitat: Floresta ombrófila densa montana</nO>",,,,,,,,,,,,,,,"SPLINK","Bananal",,,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","2572","2020","s.n.","n.d.","Freitas, P.A.","Biral",,"brazil","sao paulo","bananal","estacao ecologica bananal",,"locality","brazil_sao paulo_bananal_estacao ecologica bananal","brazil_sao paulo_bananal_eec bananal",-22.806676,-44.36611,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Salvia","L.","indet","Lamiaceae","Salvia","L.","genus","name accepted","bfo-8296",,,"Salvia L.","Salvia","Lamiaceae","unknown",
"Sauvagesia vellozii","speciesLink","SHPR001504","SHPR","1504","Sauvagesia vellozii","Plantae","Ochnaceae","Sauvagesia","2020","12","31","Brasil","São Paulo","América do Sul","Bananal","Estação Ecológica Bananal","UTFPR-SL","Anthophyta","PreservedSpecimen","exsicata","22°48'22"" S","44°22'04"" W","667","Biral, L. | P.A. Freitas","-44.367778","-22.806111","2022-05-30T16:27:10","(Vell. ex A. St.-Hil.) Sastre","2571",,,"<nO>Herbácea, cálice verde, corola branca, frutos imaturos verdes, maduros ocre, se abrindo em três partes.Habitat: Floresta ombrófila densa montana</nO>","J.S. Silva","2022","05","vellozii",,,,,,,,,,,"SPLINK","Bananal","2022-05-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","2571","2020","Silva, J.S.","2022","Freitas, P.A.","Biral",,"brazil","sao paulo","bananal","estacao ecologica bananal",,"locality","brazil_sao paulo_bananal_estacao ecologica bananal","brazil_sao paulo_bananal_eec bananal",-22.806676,-44.36611,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Sauvagesia vellozii","(Vell. ex A.St.-Hil.) Sastre","possibly_ok","Ochnaceae","Sauvagesia vellozii","(Vell. ex A.St.-Hil.) Sastre","species","author misspelled","bfo-31732",,,"Sauvagesia vellozii (Vell. ex A.St.-Hil.) Sastre","Sauvagesia","Ochnaceae","low","Sauvagesia vellozii"
"Selaginella","speciesLink","SHPR001453","SHPR","1453","Selaginella","Plantae","Selaginellaceae","Selaginella","2020","12","30","Brasil","São Paulo","América do Sul","Bananal","Estação Ecológica Bananal","UTFPR-SL","Lycophyta","PreservedSpecimen","exsicata","22°48'22"" S","44°22'04"" W","667","Biral, L. | P.A. Freitas","-44.367778","-22.806111","2023-06-13T10:15:19",,"2521",,,"<nO>Herbácea, reptante.Habitat: Floresta ombrófila densa montana</nO>",,,,,,,,,,,,,,,"SPLINK","Bananal",,,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","2521","2020","s.n.","n.d.","Freitas, P.A.","Biral",,"brazil","sao paulo","bananal","estacao ecologica bananal",,"locality","brazil_sao paulo_bananal_estacao ecologica bananal","brazil_sao paulo_bananal_eec bananal",-22.806676,-44.36611,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Selaginella","P.Beauv.","indet","Selaginellaceae","Selaginella","P.Beauv.","genus","name accepted","bfo-92048",,,"Selaginella P.Beauv.","Selaginella","Selaginellaceae","unknown",
"Serpocaulon catharinae","speciesLink","SHPR001500","SHPR","1500","Serpocaulon catharinae","Plantae","Polypodiaceae","Serpocaulon","2020","12","31","Brasil","São Paulo","América do Sul","Bananal","Estação Ecológica Bananal","UTFPR-SL","Monilophyta","PreservedSpecimen","exsicata","22°48'22"" S","44°22'04"" W","667","Biral, L. | P.A. Freitas","-44.367778","-22.806111","2021-06-07T18:26:19","(Langsd. & Fisch.) A.R. Sm.","2567",,,"<nO>Epífita.Habitat: Floresta ombrófila densa montana</nO>","G. Marcusso","2021","01","catharinae",,,,,,,,,,,"SPLINK","Bananal","2021-01-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","2567","2020","Marcusso, G.","2021","Freitas, P.A.","Biral",,"brazil","sao paulo","bananal","estacao ecologica bananal",,"locality","brazil_sao paulo_bananal_estacao ecologica bananal","brazil_sao paulo_bananal_eec bananal",-22.806676,-44.36611,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Serpocaulon catharinae","(Langsd. & Fisch.) A.R.Sm.","possibly_ok","Polypodiaceae","Serpocaulon catharinae","(Langsd. & Fisch.) A.R.Sm.","species","author misspelled","bfo-91749",,,"Serpocaulon catharinae (Langsd. & Fisch.) A.R.Sm.","Serpocaulon","Polypodiaceae","low","Serpocaulon catharinae"
"Serpocaulon fraxinifolium","speciesLink","SHPR001445","SHPR","1445","Serpocaulon fraxinifolium","Plantae","Polypodiaceae","Serpocaulon","2020","12","30","Brasil","São Paulo","América do Sul","Bananal","Estação Ecológica Bananal","UTFPR-SL","Monilophyta","PreservedSpecimen","exsicata","22°48'22"" S","44°22'04"" W","667","Biral, L. | P.A. Freitas","-44.367778","-22.806111","2022-10-14T12:12:24","(Jacq.) A.R. Sm.","2513",,,"<nO>Epífita.Habitat: Floresta ombrófila densa montana</nO>","L. Biral","2020","12","fraxinifolium",,,,,,,,,,,"SPLINK","Bananal","2020-12-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","2513","2020","Biral, L.","2020","Freitas, P.A.","Biral",,"brazil","sao paulo","bananal","estacao ecologica bananal",,"locality","brazil_sao paulo_bananal_estacao ecologica bananal","brazil_sao paulo_bananal_eec bananal",-22.806676,-44.36611,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Serpocaulon fraxinifolium","(Jacq.) A.R.Sm.","possibly_ok","Polypodiaceae","Serpocaulon fraxinifolium","(Jacq.) A.R.Sm.","species","author misspelled","bfo-91751",,,"Serpocaulon fraxinifolium (Jacq.) A.R.Sm.","Serpocaulon","Polypodiaceae","low","Serpocaulon fraxinifolium"
"Siparuna brasiliensis","speciesLink","SHPR001534","SHPR","1534","Siparuna brasiliensis","Plantae","Siparunaceae","Siparuna","2021","01","01","Brasil","São Paulo","América do Sul","Bananal","Estação Ecológica Bananal","UTFPR-SL","Anthophyta","PreservedSpecimen","exsicata","22°48'22"" S","44°22'04"" W","667","Biral, L. | P.A. Freitas","-44.367778","-22.806111","2021-06-16T15:27:42","(Spreng.) A. DC.","2601",,,"<nO>Arbusto, frutos vináceos, planta odorífera.Habitat: Floresta ombrófila densa montana</nO>","L. Biral","2021","01","brasiliensis",,,,,,,,,,,"SPLINK","Bananal","2021-01-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","2601","2021","Biral, L.","2021","Freitas, P.A.","Biral",,"brazil","sao paulo","bananal","estacao ecologica bananal",,"locality","brazil_sao paulo_bananal_estacao ecologica bananal","brazil_sao paulo_bananal_eec bananal",-22.806676,-44.36611,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Siparuna brasiliensis","(Spreng.) A.DC.","possibly_ok","Siparunaceae","Siparuna brasiliensis","(Spreng.) A.DC.","species","author misspelled","bfo-14545",,,"Siparuna brasiliensis (Spreng.) A.DC.","Siparuna","Siparunaceae","low","Siparuna brasiliensis"
"Solanaceae","speciesLink","SHPR001539","SHPR","1539","Solanaceae","Plantae","Solanaceae",,"2021","01","01","Brasil","São Paulo","América do Sul","Bananal","Estação Ecológica Bananal","UTFPR-SL","Anthophyta","PreservedSpecimen","exsicata","22°48'22"" S","44°22'04"" W","667","Biral, L. | P.A. Freitas","-44.367778","-22.806111","2021-06-07T18:26:18","Juss.","2606",,,"<nO>Trepadeira, pedúnculo da inflorescência verde, das flores arroxeadas, frutos imaturos verdes, brilhantes.Habitat: Floresta ombrófila densa montana</nO>",,,,,,,,,,,,,,,"SPLINK","Bananal",,,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","2606","2021","s.n.","n.d.","Freitas, P.A.","Biral",,"brazil","sao paulo","bananal","estacao ecologica bananal",,"locality","brazil_sao paulo_bananal_estacao ecologica bananal","brazil_sao paulo_bananal_eec bananal",-22.806676,-44.36611,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Solanaceae","A.Juss.","family_as_genus","Solanaceae","Solanaceae","A.Juss.","family","author misspelled","bfo-225",,,"Solanaceae A.Juss.",,"Solanaceae","unknown",
"Solanum","speciesLink","HUFSJ010227","HUFSJ","10227","Solanum","Plantae","Solanaceae","Solanum","2018","09","25","Brasil","São Paulo",,"Bananal","Estrada ao lado da Estação Ecológica Bananal","UFSJ",,"S",,"0","0","381","Costa, MTR; et al.","-44.3199996948242","-22.6800003051758","2019-02-27T14:03:41",,"1521",,,"<nO>Arbusto, frutos</nO>",,,,,"26795",,,,,,,,,,"SPLINK","Bananal",,,,,,,,,,,,,,,,,,,"HUFSJ",,"Costa, M.T.R.","1521","2018","s.n.","n.d.",,"Costa",,"brazil","sao paulo","bananal","estrada ao lado da estacao ecologica bananal",,"locality","brazil_sao paulo_bananal","brazil_sao paulo_bananal",-22.73353405,-44.33438939,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Solanum","L.","indet","Solanaceae","Solanum","L.","genus","name accepted","bfo-14716",,,"Solanum L.","Solanum","Solanaceae","unknown",
"Stelis aprica","speciesLink","SHPR001545","SHPR","1545","Stelis aprica","Plantae","Orchidaceae","Stelis","2021","01","01","Brasil","São Paulo","América do Sul","Bananal","Estação Ecológica Bananal","UTFPR-SL","Anthophyta","PreservedSpecimen","exsicata","22°48'22"" S","44°22'04"" W","667","Biral, L. | P.A. Freitas","-44.367778","-22.806111","2021-06-07T18:26:17","Lindl.","2612",,,"<nO>Epífita, flores verde-amareladas.Habitat: Floresta ombrófila densa montana</nO>","G. Marcusso","2021","01","aprica",,,,,,,,,,,"SPLINK","Bananal","2021-01-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","2612","2021","Marcusso, G.","2021","Freitas, P.A.","Biral",,"brazil","sao paulo","bananal","estacao ecologica bananal",,"locality","brazil_sao paulo_bananal_estacao ecologica bananal","brazil_sao paulo_bananal_eec bananal",-22.806676,-44.36611,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Stelis aprica","Lindl.","possibly_ok","Orchidaceae","Stelis aprica","Lindl.","species","name accepted","bfo-12290",,,"Stelis aprica Lindl.","Stelis","Orchidaceae","low","Stelis aprica"
"Stromanthe thalia","user",,"RB","RB01503624","Stromanthe thalia (Vell.) J.M.A.Braga","Plantae","Marantaceae","Stromanthe","2020","12","30","Brasil","São Paulo",,,"Estação Ecológica Bananal, trilha Cachoeira Sete Quedas","JBRJ",,"Preserved Specimen",,"22º48´22´´","44º22´4´´W",,"L. Biral; P.A. Freitas","-44.3677778","-22.8061111",,"(Vell.) J.M.A.Braga","2524",,,,"M.N. Saka",,,,,,,,,,,,,,,"Bananal","2021-1",,,"BR",,,"2020-12-30",,,"Por foto",,,,"sp.","Physical Object",,,,"RB",,"Biral, L.","2524","2020","Saka, M.N.","2021","Freitas, P.A.","Biral",,"brazil","sao paulo","bananal","estacao ecologica bananal",,"locality","brazil_sao paulo_bananal_estacao ecologica bananal","brazil_sao paulo_bananal_eec bananal",-22.806676,-44.36611,"locality",,,,,,,,"SHPR 1456",,,,,,"urn:catalog:JBRJ:RB:1503624",,,,,,,,,,,,,,,,,,,,,,"RB 856611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"thalia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/50/36/24/01503624.jpg",,,,,,,,,,,,,,,,,,,,,,"2023-10-25 12:03:52+00","Angiospermas","brazil_sao paulo_bananal_eec bananal","Brazil","São Paulo","Bananal","EEc Bananal","treeco","brazil_sao paulo_bananal_eec bananal","Brazil","São Paulo","Bananal","EEc Bananal","treeco","brazil_sao paulo_bananal_eec bananal","Brazil","São Paulo","Bananal","EEc Bananal","treeco","ok_same_resolution","Stromanthe thalia","(Vell.) J.M.A.Braga","name_w_authors","Marantaceae","Stromanthe thalia","(Vell.) J.M.A.Braga","species","name accepted","bfo-9384",,,"Stromanthe thalia (Vell.) J.M.A.Braga","Stromanthe","Marantaceae","low","Stromanthe thalia"
"Struthanthus","speciesLink","SHPR001512","SHPR","1512","Struthanthus","Plantae","Loranthaceae","Struthanthus","2021","01","01","Brasil","São Paulo","América do Sul","Bananal","Estação Ecológica Bananal","UTFPR-SL","Anthophyta","PreservedSpecimen","exsicata","22°48'22"" S","44°22'04"" W","667","Biral, L. | P.A. Freitas","-44.367778","-22.806111","2021-06-07T18:26:17","Mart.","2579",,,"<nO>Hemiparasita, flores verde-amareladas, anteras marrons.Habitat: Floresta ombrófila densa montana</nO>",,,,,,,,,,,,,,,"SPLINK","Bananal",,,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","2579","2021","s.n.","n.d.","Freitas, P.A.","Biral",,"brazil","sao paulo","bananal","estacao ecologica bananal",,"locality","brazil_sao paulo_bananal_estacao ecologica bananal","brazil_sao paulo_bananal_eec bananal",-22.806676,-44.36611,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Struthanthus","Mart.","indet","Loranthaceae","Struthanthus","Mart.","genus","name accepted","bfo-8702",,,"Struthanthus Mart.","Struthanthus","Loranthaceae","unknown",
"Symplocos celastrinea","speciesLink","SHPR001520","SHPR","1520","Symplocos celastrinea","Plantae","Symplocaceae","Symplocos","2021","01","01","Brasil","São Paulo","América do Sul","Bananal","Estação Ecológica Bananal","UTFPR-SL","Anthophyta","PreservedSpecimen","exsicata","22°48'22"" S","44°22'04"" W","667","Biral, L. | P.A. Freitas","-44.32","-22.68","2023-12-11T17:52:23","Mart. ex Miq.","2587",,,"<nO>Arbusto, frutos verdes.Habitat: Floresta ombrófila densa montana</nO>","L. Biral","2021","01","celastrinea","26795",,,,,,,,,,"SPLINK","Bananal","2021-01-NA",,,,,,,,,,,,,,,,,,"SHPR",,"Biral, L.","2587","2021","Biral, L.","2021","Freitas, P.A.","Biral",,"brazil","sao paulo","bananal","estacao ecologica bananal",,"locality","brazil_sao paulo_bananal_estacao ecologica bananal","brazil_sao paulo_bananal_eec bananal",-22.806676,-44.36611,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Symplocos celastrinea","Mart.","possibly_ok","Symplocaceae","Symplocos celastrinea","Mart.","species","author misspelled","bfo-14900",,,"Symplocos celastrinea Mart.","Symplocos","Symplocaceae","low","Symplocos celastrinea"
"Tripogandra diuretica","user",,"HURB","HURB000030395","Tripogandra diuretica (Mart.) Handlos",,"Commelinaceae","Tripogandra","2021","01","01","Brasil","São Paulo",,,"Estação Ecológica Bananal. Mata nas proximidades da sede. Estação Ecológica Bananal","HURB",,,,"1200º 0' 0"""" N","22º 0' 0"""" E",,"Biral, L.","22","1200",,"(Mart.) Handlos","2582",,,,"Silva, J.S.",,,,,,,,,,,,,"não","REFLORA","Bananal","--/03/2022",,,,,,,"Herbácea, flores rosadas, anteras amarelas.",,,,,,"SPECIES",,"1200",,,,,,,,,,,,,"brazil","sao paulo","bananal","estacao ecologica bananal, mata nas proximidades da sede",,"locality","brazil_sao paulo_bananal","brazil_sao paulo_bananal",-22.73353405,-44.33438939,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"diuretica","COMMELINACEAE Tripogandra diuretica (Mart.) Handlos",,,,,,,,,,,,,,,,,,,,,,,,,,,,"HURB",,"HURB 30395",,"P.A. Freitas","01/01/2021",,"1200","METRO",,,,,,,,"brazil_sao paulo_bananal","Brazil","São Paulo","Bananal",,"ibge","brazil_sao paulo_bananal","Brazil","São Paulo","Bananal",,"ibge","brazil_sao paulo_bananal","Brazil","São Paulo","Bananal",,"ibge","check_local.2municip.","Tripogandra diuretica","(Mart.) Handlos","name_w_authors","Commelinaceae","Tripogandra diuretica","(Mart.) Handlos","species","name accepted","bfo-16925",,,"Tripogandra diuretica (Mart.) Handlos","Tripogandra","Commelinaceae","high","Tripogandra diuretica"
